,id,Price,Zip,Type,Subtype,Locality,Surroundings type,Living area,Number of rooms,Bathrooms,Construction year,Number of facades,Swimming pool,Furnished,Open fire,Terrace,Terrace surface,Garden,Garden surface,Primary energy consumption,Energy class,Heating type,Kitchen values,Building Cond. values,Parking,Province,Urban_value,Normal_apt,Big_apt
11881,10556834.0,148000.0,4680.0,apartment,apartment,oupeye,,90.0,2.0,1.0,1982.4,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1443.0,145.0,B,Fuel oil,1.0,2.0,1.0,6,1.0,1,0
11882,10509448.0,149000.0,4500.0,apartment,apartment,huy,Urban,96.0,3.0,1.0,1969.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,E,Gas,1.0,3.0,1.0,6,0.0,1,0
11883,10538982.0,155000.0,1140.0,apartment,flat studio,evere,"Living area (residential, urban or rural)",45.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,337.0,F,,1.0,2.0,0.0,1,1.0,1,0
11884,10509221.0,155000.0,6224.0,apartment,apartment,wanfercée-baulet,,53.0,1.0,1.0,2009.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,C,Gas,1.0,3.0,1.0,8,0.0,1,0
11885,10544549.0,157000.0,4020.0,apartment,apartment,liège,Urban,85.0,2.0,1.0,1987.4,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,224.0,C,Fuel oil,1.0,3.0,0.0,6,0.0,1,0
11886,10397606.0,159000.0,3001.0,apartment,service flat,leuven,"Living area (residential, urban or rural)",53.0,1.0,1.0,1978.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,191.0,B,Gas,1.0,3.0,0.0,3,0.0,1,0
11887,10309836.0,159000.0,4000.0,apartment,apartment,rocourt,,62.0,1.0,1.0,2020.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,43566.0,G,Fuel oil,1.0,3.0,1.0,6,1.0,1,0
11888,9928138.0,159000.0,9200.0,apartment,apartment,dendermonde,,65.0,1.0,1.0,1995.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,E,Gas,1.0,3.0,1.0,11,0.0,1,0
11889,10543654.0,160000.0,1083.0,apartment,apartment,ganshoren,Isolated,52.0,1.0,1.0,1966.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,255.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
11890,10272681.0,162500.0,4000.0,apartment,apartment,liege,Urban,63.0,1.0,1.0,1976.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,C,Gas,1.0,3.0,0.0,6,1.0,1,0
11891,10554225.0,165000.0,2100.0,apartment,apartment,deurne,,70.0,2.0,1.0,1932.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,154.0,B,,1.0,2.0,0.0,4,0.0,1,0
11892,10388746.0,165000.0,4500.0,apartment,apartment,huy,,85.0,2.0,1.0,1971.0,2.4,0.0,0.0,0.0,1.0,7.2,0.0,0.0,175.0,C,Gas,1.0,3.2,1.0,6,0.0,1,0
11893,10509225.0,165000.0,6224.0,apartment,apartment,wanfercée-baulet,,76.0,2.0,2.0,2009.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,C,Gas,1.0,3.0,1.0,8,0.0,1,0
11894,10509223.0,165000.0,6224.0,apartment,apartment,wanfercée-baulet,,75.0,2.0,2.0,2009.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,C,Gas,1.0,3.0,1.0,8,0.0,1,0
11895,10489288.0,165000.0,6750.0,apartment,apartment,musson,Countryside,65.0,2.0,1.0,2009.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,D,Fuel oil,1.0,3.0,2.0,9,0.0,1,0
11896,10586735.0,169000.0,4000.0,apartment,apartment,liège,,75.0,2.0,1.0,1998.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,626.0,G,Gas,1.0,3.0,0.0,6,1.0,1,0
11897,9929215.0,169000.0,4460.0,apartment,triplex,grÃce-hollogne,Isolated,121.0,3.0,1.0,1899.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,F,Fuel oil,1.0,4.0,0.0,6,1.0,0,1
11898,10494908.0,169500.0,4100.0,apartment,apartment,seraing,,80.0,2.0,1.0,1962.0,2.4,0.0,0.0,0.0,1.0,40.0,1.0,140.0,369.0,E,Gas,1.0,3.0,1.0,6,1.0,1,0
11899,10532956.0,169500.0,4400.0,apartment,apartment,awirs,,70.0,2.0,1.0,1966.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,A,Gas,1.0,3.0,1.0,6,1.0,1,0
11900,10265804.0,170000.0,4020.0,apartment,apartment,liège,Urban,90.0,2.0,1.0,2004.0,2.0,0.0,0.0,0.0,1.0,8.2,0.0,0.0,164.0,B,Gas,1.0,1.0,0.0,6,0.0,1,0
11901,10531713.0,174000.0,2800.0,apartment,flat studio,mechelen,Urban,34.0,2.6,1.0,1999.0,2.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,208.0,C,Gas,1.0,4.0,0.0,4,1.0,1,0
11903,10529134.0,175000.0,1140.0,apartment,apartment,evere,Countryside,60.0,1.0,1.0,1986.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,109.0,C,Gas,1.0,2.0,0.0,1,1.0,1,0
11904,10471475.0,175000.0,7700.0,apartment,apartment,mouscron,,100.0,2.0,1.0,1969.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,C,Gas,1.0,3.0,0.0,8,0.0,1,0
11905,10568273.0,175000.0,9300.0,apartment,apartment,aalst,,70.0,2.0,1.0,1977.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,518.0,F,Gas,1.0,2.0,2.0,11,0.0,1,0
11906,10186652.0,179000.0,4000.0,apartment,apartment,liège,,90.0,2.0,1.0,1962.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,112.0,B,Fuel oil,1.0,3.0,1.0,6,1.0,1,0
11907,10451476.0,179000.0,4870.0,apartment,apartment,trooz,Urban,85.0,2.0,1.0,2014.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,117.0,B,Electric,1.0,3.0,1.0,6,0.0,1,0
11908,10147511.0,180000.0,1800.0,apartment,apartment,vilvoorde,,110.0,2.0,1.0,1967.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,F,Gas,1.0,3.0,0.0,3,1.0,1,0
11909,10584754.0,183380.0,9800.0,apartment,apartment,deinze,,80.0,2.0,1.0,1968.0,2.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,94.0,A,Gas,1.0,2.0,0.0,11,0.0,1,0
11910,10384428.0,185000.0,1020.0,apartment,apartment,laken (bru.),,51.0,1.0,1.0,1925.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,784.0,G,,1.0,3.0,0.0,1,0.0,1,0
11911,10510038.0,185000.0,6040.0,apartment,apartment,charleroi,,70.0,2.0,1.0,2008.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,B,Gas,1.0,3.0,1.0,8,0.0,1,0
11912,10497872.0,185000.0,7181.0,apartment,apartment,feluy,,80.0,2.0,1.0,1966.0,2.4,0.0,0.0,0.0,1.0,9.0,0.0,0.0,178.0,C,Gas,1.0,3.0,1.0,8,0.0,1,0
11913,10447111.0,189000.0,7100.0,apartment,apartment,la louviere,,116.0,3.0,1.0,2008.0,2.0,0.0,0.0,0.0,1.0,8.8,0.0,0.0,262.0,D,Electric,1.0,4.0,1.0,8,0.0,1,0
11915,10327420.0,197000.0,1180.0,apartment,apartment,uccle,"Living area (residential, urban or rural)",69.0,1.0,1.0,1978.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,123.0,C,Gas,1.0,3.4,1.0,1,1.0,1,0
11916,10439652.0,197000.0,6800.0,apartment,apartment,libramont-chevigny,Urban,89.0,2.0,1.0,2001.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,C,Electric,1.0,3.0,0.0,9,0.0,1,0
11917,10480815.0,198500.0,1080.0,apartment,apartment,molenbeek-saint-jean,,122.0,2.0,1.0,1960.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,170.0,D,Gas,0.8,3.0,0.0,1,1.0,1,0
11918,10453206.0,199000.0,1190.0,apartment,duplex,forest,Isolated,114.0,3.0,1.0,1897.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,529.0,G,,0.0,1.0,0.0,1,0.0,0,1
11919,10515237.0,199000.0,1800.0,apartment,apartment,vilvoorde,,110.0,4.0,1.0,2001.2,3.0,0.0,0.0,0.0,1.0,6.6,0.0,0.0,281.0,C,Gas,1.0,3.0,0.0,3,1.0,1,0
11920,10368949.0,199000.0,4020.0,apartment,apartment,liège,,105.0,3.0,1.0,1991.6,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,121.0,B,Gas,1.0,3.0,0.0,6,0.0,1,0
11921,10300334.0,200000.0,1082.0,apartment,apartment,berchem-sainte-agathe,,73.0,2.0,1.0,1978.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,210.0,D,Gas,1.0,3.0,2.0,1,1.0,1,0
11922,10434492.0,203000.0,1081.0,apartment,apartment,koekelberg,Urban,84.0,2.0,1.0,1944.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,D,Fuel oil,1.0,3.0,0.0,1,1.0,1,0
11923,10576321.0,209000.0,4031.0,apartment,apartment,liege,"Living area (residential, urban or rural)",82.0,2.0,1.0,1964.0,3.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,618.0,G,Gas,1.0,3.0,0.0,6,0.0,1,0
11924,10548092.0,209000.0,6870.0,apartment,apartment,saint-hubert,,213.0,3.0,1.2,1850.0,4.0,0.0,0.0,0.0,1.0,16.2,1.0,0.0,433.0,F,Fuel oil,1.0,3.0,2.0,9,0.0,1,0
11925,10572230.0,209000.0,8400.0,apartment,apartment,oostende,,60.0,1.0,1.0,1998.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,184.0,B,Gas,1.0,4.0,0.0,10,1.0,1,0
11926,10492130.0,209500.0,4500.0,apartment,apartment,huy,,83.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,69.0,A,Gas,1.0,3.6,1.0,6,0.0,1,0
11927,10489861.0,209500.0,4500.0,apartment,apartment,huy,,83.0,2.0,1.0,2023.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,69.0,A,Gas,1.0,3.2,1.0,6,0.0,1,0
11928,10428474.0,210000.0,1000.0,apartment,flat studio,bruxelles,,34.0,2.2,1.0,2019.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
11929,10428472.0,210000.0,1000.0,apartment,flat studio,bruxelles,,34.0,2.2,1.0,2019.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,C,Gas,1.0,4.0,0.0,1,1.0,1,0
11930,10544509.0,213000.0,1030.0,apartment,apartment,schaerbeek,Isolated,55.0,1.0,1.0,1958.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,673.0,G,,1.0,2.0,2.0,1,1.0,1,0
11931,10481147.0,215000.0,1020.0,apartment,apartment,bruxelles,"Living area (residential, urban or rural)",75.0,1.0,1.0,1947.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,G,,1.0,4.0,0.0,1,0.0,1,0
11933,10566193.0,215000.0,3290.0,apartment,apartment,diest,Urban,105.0,2.0,1.0,1994.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,E,Electric,1.0,3.0,0.0,3,0.0,1,0
11934,10574286.0,219000.0,2020.0,apartment,apartment,antwerp,,87.0,2.0,1.0,1961.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,241.0,C,,1.0,4.0,0.0,4,0.0,1,0
11935,10561980.0,219000.0,7130.0,apartment,apartment,binche,,124.0,3.0,1.0,1991.2,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,152.0,B,Gas,1.0,3.0,0.0,8,0.0,1,0
11936,10535700.0,220000.0,1300.0,apartment,apartment,wavre,,50.0,1.0,1.4,1978.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,231.0,C,Gas,1.0,4.0,1.0,2,1.0,1,0
11937,10575225.0,220000.0,4000.0,apartment,apartment,liège,,95.0,2.0,1.0,1999.4,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,235.0,C,Gas,1.0,4.0,1.0,6,1.0,1,0
11938,10461736.0,220000.0,6700.0,apartment,apartment,arlon,,82.0,1.0,1.0,1983.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,187.0,C,Gas,1.0,2.0,0.0,9,0.0,1,0
11939,10394270.0,224000.0,4020.0,apartment,apartment,liège,Urban,89.0,2.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,190.0,C,Gas,1.0,4.0,1.0,6,0.0,1,0
11940,10575218.0,229000.0,2660.0,apartment,apartment,hoboken,,87.0,2.0,1.0,2000.0,2.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,139.0,B,,0.6,4.0,1.0,4,0.0,1,0
11941,10501724.0,229000.0,4520.0,apartment,penthouse,antheit,,142.0,3.0,1.0,1977.6,2.2,0.0,0.0,0.0,1.0,11.0,0.0,0.0,119.0,B,Gas,1.0,3.0,0.0,6,0.0,0,1
11942,10551242.0,229000.0,8370.0,apartment,apartment,blankenberge,Fitted out,91.0,2.0,1.0,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,B,Gas,0.8,3.0,0.0,10,0.0,1,0
11943,10167562.0,230000.0,1081.0,apartment,apartment,koekelberg,,90.0,2.0,1.0,1965.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,296.0,F,Gas,1.0,3.0,2.0,1,1.0,1,0
11944,10472729.0,230000.0,4000.0,apartment,apartment,liege,Urban,79.0,1.0,1.0,1874.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,333.0,D,Gas,1.0,4.0,0.0,6,1.0,1,0
11945,10462017.0,230000.0,4000.0,apartment,penthouse,liege,Urban,79.0,1.0,1.0,1874.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,333.0,D,Gas,1.0,4.0,0.0,6,1.0,0,1
11946,10566809.0,230000.0,6730.0,apartment,duplex,tintigny,,93.0,2.0,1.0,2016.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,C,Fuel oil,1.0,3.0,1.0,9,0.0,0,1
11947,10566808.0,230000.0,6730.0,apartment,duplex,tintigny,,99.0,2.0,1.0,2016.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,C,Fuel oil,1.0,3.0,1.0,9,0.0,0,1
11948,10564976.0,234000.0,2140.0,apartment,ground floor,borgerhout,"Living area (residential, urban or rural)",71.0,1.0,1.0,1964.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,360.0,D,Fuel oil,1.0,4.0,0.0,4,0.0,1,0
11949,10264349.0,235000.0,1083.0,apartment,apartment,ganshoren,Urban,98.0,3.0,1.0,1990.6,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,213.0,E,Gas,1.0,3.0,0.0,1,1.0,1,0
11950,10325507.0,235000.0,1090.0,apartment,apartment,jette,,76.0,2.0,1.0,1981.0,2.4,0.0,0.0,0.0,1.0,4.0,0.0,0.0,144.0,C,Gas,1.0,3.0,0.0,1,1.0,1,0
11951,10457608.0,235000.0,1150.0,apartment,apartment,woluwe-saint-pierre,"Living area (residential, urban or rural)",72.0,1.0,1.0,1929.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,G,Fuel oil,1.0,4.0,0.0,1,1.0,1,0
11952,10374468.0,235000.0,1460.0,apartment,apartment,ittre,Countryside,89.0,2.0,1.0,2013.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,75.0,A,Gas,1.0,4.0,1.0,2,0.0,1,0
11953,10523094.0,235000.0,6700.0,apartment,apartment,arlon,,85.0,2.0,1.0,2017.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,B,Fuel oil,1.0,3.0,1.0,9,0.0,1,0
11954,10566170.0,235000.0,6760.0,apartment,apartment,virton,Urban,120.0,2.0,1.0,2006.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,B,Fuel oil,1.0,4.0,0.0,9,0.0,1,0
11955,10513961.0,245000.0,1150.0,apartment,flat studio,woluwe-saint-pierre,Isolated,49.0,2.2,1.0,1953.0,2.2,0.0,0.0,0.0,1.0,25.0,1.0,100.0,324.0,F,Gas,0.0,1.0,0.0,1,1.0,1,0
11956,10584460.0,245000.0,1500.0,apartment,apartment,halle,,88.0,2.0,1.0,1975.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,C,Gas,0.0,3.0,1.0,3,0.0,1,0
11957,10450691.0,245000.0,2850.0,apartment,duplex,boom,,126.0,2.0,1.0,2000.0,2.0,0.0,0.0,0.0,1.0,20.4,0.0,0.0,271.0,C,Gas,1.0,3.0,1.0,4,1.0,0,1
11958,10545083.0,245000.0,3000.0,apartment,apartment,leuven,Urban,57.0,1.0,1.0,1972.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,207.0,C,,1.0,3.0,0.0,3,1.0,1,0
11959,10543528.0,245000.0,8200.0,apartment,apartment,sint-michiels,,100.0,2.0,1.0,1980.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,153.0,B,Gas,1.0,2.0,4.0,10,0.0,1,0
11960,10571336.0,245000.0,8620.0,apartment,apartment,nieuwpoort,Shop street,55.0,2.0,1.0,1985.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,C,Electric,0.0,3.0,0.0,10,0.0,1,0
11961,10367177.0,249000.0,1090.0,apartment,apartment,jette,"Living area (residential, urban or rural)",85.0,2.0,1.0,1966.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,204.0,D,Gas,1.0,4.0,1.0,1,1.0,1,0
11962,10526457.0,249000.0,1140.0,apartment,apartment,evere,,93.0,2.0,1.0,1974.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,F,Gas,1.0,3.0,0.0,1,1.0,1,0
11963,10378729.0,249000.0,1731.0,apartment,ground floor,asse zellik,Urban,91.0,2.0,1.0,1983.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,266.0,C,Gas,1.0,3.0,2.0,3,0.0,1,0
11964,10501002.0,249000.0,4460.0,apartment,apartment,grace-hollogne,Isolated,95.0,2.0,1.0,1875.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,103.0,B,Gas,1.0,3.0,2.0,6,1.0,1,0
11965,10438671.0,249000.0,9220.0,apartment,apartment,hamme,,106.0,2.0,1.0,1977.0,2.2,0.0,0.0,0.0,1.0,12.0,0.0,0.0,217.0,C,Gas,1.0,3.0,1.0,11,0.0,1,0
11966,10584405.0,249500.0,2000.0,apartment,apartment,antwerpen,,50.0,1.0,1.0,1953.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,186.0,B,Gas,1.0,2.6,0.0,4,1.0,1,0
11967,10585263.0,250000.0,1140.0,apartment,apartment,evere,"Living area (residential, urban or rural)",89.0,2.0,1.0,1964.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,F,Fuel oil,1.0,3.0,1.0,1,1.0,1,0
11968,10405934.0,250000.0,1410.0,apartment,apartment,waterloo,Isolated,77.0,2.0,1.0,1955.4,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,197.0,C,Gas,1.0,3.0,1.0,2,0.0,1,0
11969,10491826.0,250000.0,4500.0,apartment,apartment,huy,,75.0,2.0,1.0,2018.0,4.0,0.0,0.0,0.0,1.0,30.0,1.0,9.0,119.0,B,Gas,1.0,4.0,1.0,6,0.0,1,0
11970,10320216.0,250000.0,4500.0,apartment,apartment,huy,,75.0,2.0,1.6,2018.0,4.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,119.0,B,Gas,1.0,4.0,1.0,6,0.0,1,0
11971,10320215.0,250000.0,4500.0,apartment,apartment,huy,,75.0,2.0,1.6,2018.0,4.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,118.0,B,Gas,1.0,4.0,1.0,6,0.0,1,0
11972,10368784.0,259000.0,1082.0,apartment,ground floor,berchem-sainte-agathe,Countryside,88.0,2.0,1.0,2003.0,2.0,0.0,0.0,0.0,1.0,40.0,1.0,190.0,197.0,D,Gas,1.0,3.0,0.0,1,1.0,1,0
11973,10563365.0,259000.0,9340.0,apartment,apartment,lede,Urban,125.0,3.0,1.0,2002.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,258.0,C,Gas,1.0,3.0,2.0,11,0.0,1,0
11974,10576702.0,259500.0,2140.0,apartment,apartment,antwerpen,Urban,97.0,3.0,1.0,1974.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,117.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
11975,10377807.0,260000.0,6700.0,apartment,apartment,arlon,,125.0,3.0,1.0,1992.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,G,Fuel oil,1.0,3.0,1.0,9,0.0,1,0
11976,10582508.0,260000.0,6792.0,apartment,apartment,aubange halanzy,Urban,82.0,2.0,1.0,2018.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,75.0,A,Pellet,1.0,4.0,1.0,9,0.0,1,0
11977,10569066.0,265000.0,1080.0,apartment,apartment,molenbeek-saint-jean,,105.0,2.0,1.0,1974.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,234.0,E,Fuel oil,1.0,3.8,1.0,1,1.0,1,0
11978,10438403.0,265000.0,3290.0,apartment,apartment,diest,,160.0,3.0,1.0,1972.0,2.0,0.0,0.0,0.0,1.0,18.2,0.0,0.0,669.0,F,Gas,1.0,3.6,0.0,3,0.0,1,0
11979,10439473.0,265000.0,9220.0,apartment,apartment,hamme,,90.0,2.0,1.0,1977.0,2.4,0.0,0.0,0.0,1.0,12.0,0.0,0.0,217.0,C,Gas,1.0,3.0,1.0,11,0.0,1,0
11980,10557451.0,267000.0,1082.0,apartment,apartment,sint-agatha-berchem,Urban,101.0,2.0,1.0,1976.0,2.8,0.0,0.0,0.0,1.0,10.0,0.0,0.0,155.0,D,Gas,1.0,3.0,2.0,1,1.0,1,0
11981,10577538.0,269000.0,2600.0,apartment,apartment,berchem,,100.0,2.0,1.0,1961.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,197.0,B,Gas,1.0,2.6,0.0,4,0.0,1,0
11982,10551278.0,269000.0,2900.0,apartment,apartment,schoten,Urban,114.0,2.0,1.0,1991.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,309.0,D,,1.0,3.0,3.0,4,1.0,1,0
11983,10489741.0,270000.0,4041.0,apartment,duplex,vottem,,134.0,3.0,1.0,2015.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,90.0,B,Gas,1.0,3.2,2.0,6,0.0,0,1
11984,10586268.0,274000.0,1020.0,apartment,apartment,laeken,"Living area (residential, urban or rural)",90.0,2.0,1.0,1960.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,208.0,D,,1.0,3.0,1.0,1,0.0,1,0
11985,10491556.0,274000.0,3980.0,apartment,duplex,tessenderlo,,115.0,3.0,1.0,1953.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,B,Gas,1.0,3.0,2.0,5,0.0,0,1
11986,10500024.0,275000.0,2610.0,apartment,apartment,wilrijk,,85.0,2.0,1.0,1962.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,118.0,B,Gas,1.0,3.0,0.0,4,0.0,1,0
11987,10226838.0,275000.0,8370.0,apartment,apartment,blankenberge,Landscape,73.0,2.0,1.0,1977.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,228.0,C,Gas,1.0,3.0,0.0,10,0.0,1,0
11988,10273605.0,279000.0,1820.0,apartment,apartment,steenokkerzeel,,60.0,1.0,1.0,2020.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,A,Gas,1.0,3.2,0.0,3,1.0,1,0
11989,10296318.0,280000.0,1190.0,apartment,apartment,forest,"Living area (residential, urban or rural)",88.0,2.0,1.0,1965.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,285.0,F,,1.0,1.0,0.0,1,0.0,1,0
11990,10579085.0,285000.0,1150.0,apartment,ground floor,sint-pieters-woluwe,"Living area (residential, urban or rural)",57.0,1.0,1.2,1962.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,167.0,D,Gas,1.0,4.0,0.0,1,1.0,1,0
11991,10575215.0,285000.0,2660.0,apartment,apartment,hoboken,,90.0,2.0,1.0,2009.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,75.0,A,,0.6,4.0,0.0,4,0.0,1,0
11992,10586371.0,289000.0,1210.0,apartment,apartment,brussels city,,72.0,2.0,1.0,2011.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,274.0,E,Electric,1.0,3.0,2.0,1,1.0,1,0
11993,10569344.0,289000.0,8420.0,apartment,apartment,de haan,,73.0,2.0,1.0,2006.0,2.4,0.0,0.0,0.0,1.0,22.4,0.0,0.0,241.0,C,Gas,1.0,3.0,0.0,10,0.0,1,0
11994,10461756.0,290000.0,1190.0,apartment,apartment,forest,Isolated,106.0,3.0,1.0,1965.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,311.0,F,Gas,1.0,2.0,0.0,1,0.0,1,0
11995,10554106.0,290000.0,1853.0,apartment,apartment,grimbergen,,85.0,2.0,1.0,1976.0,2.4,0.0,0.0,0.0,1.0,18.0,0.0,0.0,136.0,B,Gas,1.0,2.8,2.0,3,0.0,1,0
11996,10583299.0,295000.0,1000.0,apartment,apartment,bruxelles ville,Urban,55.0,1.0,1.0,2018.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,93.0,B,Gas,1.0,3.0,0.0,1,1.0,1,0
11997,10556121.0,297000.0,1030.0,apartment,apartment,schaerbeek,Isolated,90.0,3.0,1.0,1975.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,337.0,F,Gas,1.0,4.0,0.0,1,1.0,1,0
11998,10539219.0,299000.0,1050.0,apartment,ground floor,ixelles,"Living area (residential, urban or rural)",92.0,1.0,1.0,1935.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,G,Gas,1.0,3.0,0.0,1,1.0,1,0
11999,10586255.0,299000.0,1120.0,apartment,apartment,bruxelles,"Living area (residential, urban or rural)",90.0,2.0,1.0,1960.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,208.0,D,,1.0,3.0,1.0,1,0.0,1,0
12000,10587076.0,299000.0,1180.0,apartment,apartment,uccle,"Living area (residential, urban or rural)",86.0,3.0,1.0,1954.8,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,176.0,D,Gas,0.0,3.0,1.0,1,1.0,1,0
